project_type,location_tier,total_area_sqft,num_floors,structure_type,material_quality,num_workers,site_condition,cost_inr,duration_days
Infrastructure,Tier2,22161,11,Steel Frame,Premium,39,Easy,106626000.0,991.0
Residential,Tier1,33462,11,Steel Frame,Standard,133,Easy,140251000.0,479.0
Industrial,Tier3,14074,3,Prefabricated,Premium,95,Easy,45868000.0,177.0
Infrastructure,Tier1,44610,19,Steel Frame,Standard,131,Difficult,253469000.0,867.0
Commercial,Tier1,42614,9,Steel Frame,Standard,51,Easy,162747000.0,1325.0
Infrastructure,Tier2,24033,14,Load Bearing,Premium,9,Difficult,120022000.0,1500.0
Infrastructure,Tier1,39544,17,Prefabricated,Basic,131,Moderate,120474000.0,597.0
Residential,Tier3,29202,13,Prefabricated,Basic,50,Difficult,55244000.0,1130.0
Industrial,Tier2,27457,2,RCC,Premium,99,Moderate,94517000.0,449.0
Residential,Tier3,24418,3,Load Bearing,Basic,125,Moderate,28135000.0,351.0
Infrastructure,Tier3,36683,6,RCC,Basic,71,Moderate,49715000.0,884.0
Industrial,Tier1,14861,6,Load Bearing,Basic,196,Difficult,34265000.0,161.0
Industrial,Tier2,14025,9,Prefabricated,Basic,163,Easy,26507000.0,138.0
Residential,Tier1,7763,2,RCC,Premium,169,Moderate,34401000.0,76.0
Industrial,Tier1,29678,12,Steel Frame,Standard,105,Easy,122389000.0,489.0
Infrastructure,Tier3,21864,3,Load Bearing,Basic,128,Easy,21835000.0,277.0
Industrial,Tier2,10593,8,Load Bearing,Premium,12,Difficult,43204000.0,1500.0
Infrastructure,Tier1,17590,3,Load Bearing,Premium,131,Moderate,75281000.0,233.0
Infrastructure,Tier3,8225,12,Steel Frame,Standard,112,Easy,20654000.0,131.0
Commercial,Tier3,33183,19,Load Bearing,Premium,200,Moderate,122982000.0,484.0
Industrial,Tier2,4078,4,Steel Frame,Premium,197,Easy,18176000.0,30.0
Infrastructure,Tier2,47478,10,Steel Frame,Premium,8,Moderate,250881000.0,1500.0
Residential,Tier2,40104,18,Load Bearing,Premium,194,Moderate,183866000.0,638.0
Commercial,Tier2,40375,6,Prefabricated,Basic,59,Moderate,73669000.0,1109.0
Commercial,Tier2,11415,8,Steel Frame,Standard,112,Moderate,36606000.0,166.0
Commercial,Tier2,1737,2,Steel Frame,Standard,87,Moderate,4764000.0,30.0
Residential,Tier2,24483,11,Prefabricated,Basic,187,Moderate,53320000.0,258.0
Commercial,Tier1,12734,3,RCC,Premium,73,Easy,56502000.0,272.0
Commercial,Tier2,1150,14,Load Bearing,Premium,182,Moderate,4842000.0,30.0
Industrial,Tier2,3086,8,Prefabricated,Premium,168,Moderate,14376000.0,30.0
Residential,Tier2,4185,11,Prefabricated,Basic,19,Easy,8523000.0,351.0
Commercial,Tier1,46408,8,Prefabricated,Basic,179,Moderate,113044000.0,443.0
Industrial,Tier3,35111,7,RCC,Basic,172,Difficult,52722000.0,399.0
Commercial,Tier1,40992,13,Steel Frame,Premium,120,Moderate,293844000.0,707.0
Infrastructure,Tier2,18274,16,RCC,Standard,11,Easy,53613000.0,1500.0
Industrial,Tier2,23947,5,RCC,Premium,149,Easy,84248000.0,229.0
Residential,Tier1,30120,13,Prefabricated,Premium,146,Easy,195541000.0,382.0
Commercial,Tier2,42778,19,RCC,Standard,188,Difficult,141960000.0,656.0
Industrial,Tier1,41621,7,RCC,Basic,44,Easy,94109000.0,1500.0
Commercial,Tier1,46543,1,Steel Frame,Basic,162,Difficult,120435000.0,441.0
Industrial,Tier3,13204,15,Steel Frame,Premium,128,Moderate,58249000.0,241.0
Residential,Tier3,27883,4,Load Bearing,Premium,73,Moderate,78274000.0,690.0
Industrial,Tier2,36762,5,Prefabricated,Basic,69,Easy,65195000.0,650.0
Commercial,Tier3,30897,13,Steel Frame,Basic,106,Difficult,64790000.0,608.0
Industrial,Tier1,6316,14,Load Bearing,Premium,184,Easy,32969000.0,80.0
Infrastructure,Tier3,35332,17,Load Bearing,Premium,78,Difficult,138174000.0,1290.0
Industrial,Tier3,22600,20,Load Bearing,Premium,196,Easy,75232000.0,299.0
Industrial,Tier3,21610,8,Prefabricated,Standard,134,Difficult,52121000.0,314.0
Residential,Tier1,21394,13,Steel Frame,Standard,82,Moderate,94520000.0,563.0
Commercial,Tier1,45340,14,Steel Frame,Standard,67,Moderate,225661000.0,1500.0
Industrial,Tier3,39401,14,Load Bearing,Standard,104,Easy,83924000.0,858.0
Residential,Tier1,49923,13,Prefabricated,Standard,169,Moderate,191753000.0,600.0
Commercial,Tier2,24430,16,Load Bearing,Basic,28,Difficult,47192000.0,1500.0
Industrial,Tier1,20799,9,Prefabricated,Standard,186,Difficult,92128000.0,225.0
Industrial,Tier2,30367,1,Steel Frame,Basic,73,Moderate,53645000.0,555.0
Residential,Tier3,18247,16,RCC,Premium,187,Moderate,69938000.0,229.0
Commercial,Tier1,723,10,RCC,Basic,149,Moderate,1867000.0,30.0
Residential,Tier1,2181,19,RCC,Premium,200,Easy,14438000.0,30.0
Commercial,Tier1,12219,3,Steel Frame,Basic,9,Moderate,32019000.0,1500.0
Residential,Tier1,24854,17,Steel Frame,Premium,19,Difficult,204986000.0,1500.0
Industrial,Tier2,4242,19,Prefabricated,Premium,10,Moderate,25527000.0,922.0
Commercial,Tier3,43671,15,Prefabricated,Standard,90,Difficult,123464000.0,1045.0
Infrastructure,Tier1,37316,20,Steel Frame,Basic,122,Easy,129800000.0,730.0
Infrastructure,Tier3,2077,12,Load Bearing,Premium,170,Difficult,6877000.0,32.0
Industrial,Tier1,20458,19,Steel Frame,Standard,98,Moderate,109473000.0,454.0
Infrastructure,Tier2,1010,14,Steel Frame,Basic,59,Difficult,2806000.0,40.0
Infrastructure,Tier3,32034,16,RCC,Premium,163,Difficult,145847000.0,490.0
Residential,Tier1,13024,17,Load Bearing,Standard,94,Moderate,44807000.0,370.0
Industrial,Tier1,26667,1,Steel Frame,Premium,54,Moderate,164812000.0,678.0
Industrial,Tier2,28206,1,Load Bearing,Premium,168,Easy,87894000.0,264.0
Residential,Tier1,4445,15,Load Bearing,Premium,148,Easy,22078000.0,76.0
Residential,Tier1,11164,13,Load Bearing,Standard,192,Difficult,40186000.0,150.0
Industrial,Tier3,27904,5,Prefabricated,Premium,7,Easy,91653000.0,1500.0
Industrial,Tier2,1266,7,RCC,Basic,97,Difficult,2469000.0,30.0
Infrastructure,Tier3,20256,13,Load Bearing,Standard,109,Easy,43295000.0,390.0
Industrial,Tier2,22961,5,Load Bearing,Premium,162,Moderate,78205000.0,246.0
Infrastructure,Tier2,15657,8,Load Bearing,Premium,172,Difficult,61118000.0,198.0
Industrial,Tier3,24248,15,Steel Frame,Basic,139,Moderate,45756000.0,357.0
Infrastructure,Tier1,17683,5,RCC,Premium,84,Difficult,93260000.0,385.0
Residential,Tier1,24245,9,Steel Frame,Basic,127,Easy,66762000.0,294.0
Commercial,Tier3,6210,10,RCC,Basic,171,Moderate,8652000.0,70.0
Commercial,Tier1,15695,13,Prefabricated,Standard,24,Moderate,64860000.0,1224.0
Commercial,Tier3,35308,11,Load Bearing,Premium,74,Easy,100605000.0,1014.0
Industrial,Tier2,48936,4,RCC,Premium,35,Difficult,201572000.0,1500.0
Infrastructure,Tier3,21591,20,Prefabricated,Standard,69,Difficult,69854000.0,728.0
Residential,Tier1,41964,17,Load Bearing,Standard,9,Easy,143996000.0,1500.0
Industrial,Tier1,34046,15,Steel Frame,Standard,200,Difficult,188307000.0,375.0
Infrastructure,Tier1,24579,7,Load Bearing,Standard,10,Moderate,71681000.0,1500.0
Industrial,Tier2,27287,17,RCC,Standard,191,Difficult,92675000.0,380.0
Industrial,Tier1,5933,2,RCC,Standard,73,Moderate,17694000.0,116.0
Infrastructure,Tier1,2339,4,Steel Frame,Basic,54,Moderate,5333000.0,71.0
Commercial,Tier2,28404,15,RCC,Standard,29,Moderate,81711000.0,1500.0
Infrastructure,Tier1,23175,10,Prefabricated,Basic,44,Moderate,67165000.0,889.0
Residential,Tier2,47059,6,Load Bearing,Standard,23,Difficult,125754000.0,1500.0
Commercial,Tier2,26669,20,Steel Frame,Standard,189,Difficult,117011000.0,414.0
Infrastructure,Tier1,39628,4,Load Bearing,Premium,25,Moderate,177867000.0,1500.0
Residential,Tier1,32767,2,Load Bearing,Basic,20,Easy,61504000.0,1500.0
Infrastructure,Tier2,46383,7,Prefabricated,Standard,42,Easy,127105000.0,1500.0
Residential,Tier3,35929,8,Steel Frame,Standard,80,Moderate,98381000.0,820.0
Industrial,Tier2,44771,15,RCC,Standard,91,Easy,135763000.0,1022.0
Commercial,Tier1,26221,4,Prefabricated,Premium,119,Difficult,156572000.0,311.0
Infrastructure,Tier3,2010,10,Prefabricated,Premium,56,Difficult,8930000.0,70.0
Industrial,Tier1,3789,19,RCC,Premium,42,Moderate,26256000.0,243.0
Residential,Tier2,7353,10,RCC,Basic,118,Moderate,13197000.0,133.0
Commercial,Tier3,35432,5,RCC,Standard,23,Easy,62317000.0,1500.0
Commercial,Tier1,32270,12,Prefabricated,Basic,78,Easy,86922000.0,704.0
Industrial,Tier2,42009,11,Steel Frame,Basic,25,Moderate,99304000.0,1500.0
Commercial,Tier1,2857,14,Prefabricated,Basic,139,Difficult,9221000.0,42.0
Commercial,Tier3,31796,19,Prefabricated,Premium,154,Moderate,133350000.0,501.0
Commercial,Tier2,4538,18,Steel Frame,Premium,34,Moderate,27727000.0,289.0
Commercial,Tier2,43630,19,Steel Frame,Basic,81,Moderate,115533000.0,1291.0
Infrastructure,Tier2,27297,4,Load Bearing,Standard,48,Easy,55461000.0,1014.0
Industrial,Tier3,46165,20,Steel Frame,Premium,83,Easy,203398000.0,1219.0
Commercial,Tier3,10759,15,RCC,Standard,194,Difficult,28996000.0,134.0
Residential,Tier1,46829,7,Load Bearing,Premium,79,Easy,234959000.0,1058.0
Residential,Tier1,11758,14,Prefabricated,Standard,151,Difficult,56962000.0,154.0
Infrastructure,Tier3,32784,10,RCC,Premium,104,Easy,105081000.0,593.0
Commercial,Tier3,26038,14,Load Bearing,Standard,20,Moderate,58010000.0,1500.0
Residential,Tier2,22786,19,Prefabricated,Standard,57,Moderate,83433000.0,851.0
Industrial,Tier2,14823,6,Prefabricated,Standard,72,Moderate,40240000.0,315.0
Infrastructure,Tier1,7370,14,Load Bearing,Standard,181,Easy,25372000.0,101.0
Residential,Tier2,17323,12,Load Bearing,Basic,129,Difficult,31005000.0,351.0
Industrial,Tier1,13195,16,Steel Frame,Standard,55,Easy,60687000.0,493.0
Infrastructure,Tier3,8756,6,Prefabricated,Premium,109,Moderate,34195000.0,130.0
Industrial,Tier1,31265,14,RCC,Standard,35,Difficult,130845000.0,1500.0
Infrastructure,Tier1,26938,11,RCC,Premium,143,Difficult,185259000.0,395.0
Infrastructure,Tier3,5199,3,Load Bearing,Premium,78,Difficult,16200000.0,131.0
Industrial,Tier3,15914,5,RCC,Standard,110,Difficult,31110000.0,257.0
Infrastructure,Tier3,1047,18,Steel Frame,Basic,104,Easy,1908000.0,30.0
Residential,Tier2,25065,8,Load Bearing,Basic,90,Easy,37043000.0,571.0
Residential,Tier2,48752,6,Steel Frame,Standard,166,Moderate,139331000.0,464.0
Industrial,Tier2,44667,16,Prefabricated,Premium,47,Moderate,243858000.0,1500.0
Infrastructure,Tier2,18725,18,Load Bearing,Basic,67,Difficult,39937000.0,927.0
Industrial,Tier2,10018,13,Steel Frame,Standard,138,Moderate,35104000.0,156.0
Infrastructure,Tier3,14912,3,Prefabricated,Premium,61,Difficult,54916000.0,378.0
Commercial,Tier1,21148,18,Steel Frame,Premium,125,Difficult,180721000.0,402.0
Infrastructure,Tier1,29232,12,Prefabricated,Standard,125,Moderate,117794000.0,411.0
Infrastructure,Tier2,29173,16,Load Bearing,Basic,167,Difficult,59897000.0,541.0
Residential,Tier2,11411,8,Prefabricated,Basic,133,Difficult,26238000.0,144.0
Industrial,Tier3,3306,15,Steel Frame,Standard,68,Easy,9706000.0,87.0
Industrial,Tier3,12275,16,Steel Frame,Premium,83,Easy,54087000.0,323.0
Commercial,Tier1,9161,9,RCC,Premium,125,Moderate,48726000.0,138.0
Industrial,Tier3,32828,9,RCC,Standard,12,Difficult,78146000.0,1500.0
Residential,Tier3,29949,15,Steel Frame,Standard,123,Easy,84591000.0,486.0
Industrial,Tier2,42455,4,Load Bearing,Standard,60,Difficult,91737000.0,1500.0
Commercial,Tier3,24624,19,Prefabricated,Basic,96,Difficult,53796000.0,579.0
Infrastructure,Tier2,26427,10,RCC,Basic,75,Moderate,46974000.0,763.0
Industrial,Tier1,41479,9,Prefabricated,Standard,86,Easy,143477000.0,686.0
Commercial,Tier2,24337,1,RCC,Basic,162,Difficult,45050000.0,215.0
Residential,Tier3,2012,18,Prefabricated,Standard,156,Easy,5018000.0,30.0
Residential,Tier1,19225,13,Load Bearing,Standard,177,Moderate,62452000.0,249.0
Commercial,Tier3,30993,18,Steel Frame,Premium,103,Moderate,139015000.0,700.0
Residential,Tier3,22970,9,Load Bearing,Basic,64,Easy,27462000.0,750.0
Industrial,Tier3,24006,10,Prefabricated,Standard,69,Easy,57766000.0,549.0
Residential,Tier2,25893,1,Prefabricated,Basic,102,Easy,42777000.0,292.0
Industrial,Tier3,36441,12,Prefabricated,Premium,15,Moderate,143413000.0,1500.0
Infrastructure,Tier1,20261,20,Prefabricated,Standard,151,Easy,88826000.0,259.0
Infrastructure,Tier2,44102,10,Load Bearing,Premium,22,Moderate,177957000.0,1500.0
Infrastructure,Tier1,2587,2,Load Bearing,Premium,32,Easy,11375000.0,118.0
Infrastructure,Tier1,41921,17,RCC,Standard,135,Easy,155048000.0,684.0
Commercial,Tier2,16154,9,Steel Frame,Basic,182,Moderate,35832000.0,159.0
Commercial,Tier3,45224,19,RCC,Basic,150,Moderate,81801000.0,885.0
Infrastructure,Tier1,35167,7,Prefabricated,Standard,191,Difficult,147240000.0,335.0
Infrastructure,Tier3,49545,19,RCC,Basic,33,Easy,84876000.0,1500.0
Infrastructure,Tier2,46873,20,Prefabricated,Basic,103,Easy,101554000.0,955.0
Commercial,Tier2,47894,6,Prefabricated,Standard,39,Easy,137583000.0,1500.0
Infrastructure,Tier3,10081,14,Steel Frame,Basic,162,Moderate,18929000.0,134.0
Residential,Tier2,11599,18,RCC,Basic,141,Moderate,23893000.0,212.0
Residential,Tier2,9641,15,Load Bearing,Basic,41,Difficult,19533000.0,620.0
Commercial,Tier2,45499,19,Prefabricated,Premium,112,Moderate,249483000.0,1011.0
Infrastructure,Tier2,8325,11,RCC,Premium,158,Easy,32728000.0,99.0
Commercial,Tier3,29527,3,Steel Frame,Basic,45,Difficult,50043000.0,1113.0
Residential,Tier2,22367,15,Prefabricated,Standard,158,Moderate,77417000.0,313.0
Industrial,Tier3,14912,14,Prefabricated,Premium,11,Difficult,71662000.0,1500.0
Commercial,Tier2,12421,18,Prefabricated,Standard,141,Difficult,45152000.0,217.0
Infrastructure,Tier3,34840,11,Load Bearing,Basic,160,Easy,47331000.0,503.0
Commercial,Tier3,14887,4,RCC,Basic,134,Moderate,17566000.0,183.0
Commercial,Tier1,41403,9,Load Bearing,Basic,173,Moderate,89719000.0,572.0
Commercial,Tier1,38535,18,Load Bearing,Standard,99,Difficult,164615000.0,1322.0
Infrastructure,Tier3,37659,11,Load Bearing,Premium,120,Difficult,142699000.0,876.0
Commercial,Tier2,10368,8,Load Bearing,Standard,97,Difficult,27220000.0,256.0
Industrial,Tier1,41969,4,RCC,Basic,118,Easy,82696000.0,578.0
Commercial,Tier3,2565,9,Prefabricated,Premium,16,Moderate,10369000.0,298.0
Commercial,Tier1,15581,20,Load Bearing,Basic,23,Difficult,45364000.0,1500.0
Industrial,Tier1,40094,1,Prefabricated,Basic,65,Difficult,97478000.0,773.0
Residential,Tier1,15252,17,Prefabricated,Basic,111,Moderate,49552000.0,277.0
Industrial,Tier2,48448,18,Steel Frame,Premium,94,Moderate,292685000.0,1331.0
Commercial,Tier3,19136,8,Prefabricated,Standard,143,Difficult,50571000.0,232.0
Commercial,Tier2,24993,7,Steel Frame,Premium,98,Easy,113347000.0,415.0
Commercial,Tier1,18897,14,Load Bearing,Standard,157,Moderate,67539000.0,314.0
Industrial,Tier3,45132,18,Steel Frame,Premium,14,Easy,211860000.0,1500.0
Residential,Tier3,49020,6,RCC,Standard,37,Easy,102323000.0,1500.0
Residential,Tier1,26997,2,Steel Frame,Basic,104,Difficult,67433000.0,382.0
Industrial,Tier3,20487,7,Load Bearing,Standard,112,Moderate,36008000.0,402.0
Infrastructure,Tier1,38771,13,Steel Frame,Standard,147,Easy,178434000.0,533.0
Residential,Tier1,27944,6,Prefabricated,Standard,114,Easy,106236000.0,323.0
Residential,Tier1,2831,15,Load Bearing,Standard,120,Easy,9921000.0,52.0
Commercial,Tier3,44518,17,RCC,Basic,42,Moderate,76812000.0,1500.0
Infrastructure,Tier1,27794,6,Load Bearing,Premium,155,Easy,127515000.0,352.0
Infrastructure,Tier2,48030,13,Steel Frame,Premium,28,Easy,270611000.0,1500.0
Residential,Tier3,13660,4,Steel Frame,Standard,91,Easy,27324000.0,189.0
Commercial,Tier1,21346,7,Load Bearing,Premium,175,Moderate,97807000.0,261.0
Industrial,Tier3,11312,3,RCC,Standard,114,Moderate,20799000.0,143.0
Commercial,Tier3,23080,4,Prefabricated,Basic,142,Moderate,30736000.0,219.0
Commercial,Tier1,9808,5,RCC,Basic,23,Moderate,18828000.0,710.0
Infrastructure,Tier3,3885,2,Steel Frame,Basic,67,Easy,6025000.0,71.0
Industrial,Tier2,692,5,Load Bearing,Standard,139,Easy,1417000.0,30.0
Infrastructure,Tier1,10933,6,Load Bearing,Premium,70,Difficult,60251000.0,328.0
Industrial,Tier2,13971,12,Load Bearing,Standard,177,Difficult,39108000.0,222.0
Infrastructure,Tier2,18651,6,Steel Frame,Premium,131,Difficult,99552000.0,230.0
Commercial,Tier3,10447,9,Prefabricated,Basic,42,Difficult,18442000.0,501.0
Industrial,Tier1,10147,18,Prefabricated,Standard,18,Difficult,47180000.0,1407.0
Infrastructure,Tier3,34573,18,Steel Frame,Standard,66,Easy,98124000.0,1204.0
Infrastructure,Tier1,25106,15,Prefabricated,Standard,93,Easy,97943000.0,456.0
Industrial,Tier1,44504,6,Load Bearing,Basic,98,Moderate,99081000.0,887.0
Industrial,Tier2,34119,18,Steel Frame,Premium,113,Moderate,194959000.0,675.0
Industrial,Tier2,23458,17,Load Bearing,Premium,15,Easy,91346000.0,1500.0
Industrial,Tier1,22165,2,Prefabricated,Standard,152,Difficult,83369000.0,201.0
Industrial,Tier1,25149,15,Load Bearing,Standard,178,Difficult,101945000.0,430.0
Infrastructure,Tier2,6564,11,Load Bearing,Standard,38,Moderate,17776000.0,390.0
Infrastructure,Tier2,21587,19,Load Bearing,Premium,198,Easy,87248000.0,289.0
Commercial,Tier3,6813,8,Load Bearing,Standard,47,Moderate,13320000.0,308.0
Infrastructure,Tier2,6671,7,RCC,Premium,86,Moderate,25954000.0,135.0
Industrial,Tier3,35303,20,Steel Frame,Premium,56,Moderate,166642000.0,1500.0
Industrial,Tier2,48713,15,RCC,Premium,198,Moderate,226558000.0,586.0
Infrastructure,Tier1,45192,3,Load Bearing,Basic,108,Easy,75390000.0,727.0
Industrial,Tier2,36239,18,Load Bearing,Basic,154,Difficult,72381000.0,704.0
Residential,Tier1,33363,17,Steel Frame,Standard,72,Moderate,152496000.0,1143.0
Infrastructure,Tier1,1738,4,Prefabricated,Standard,107,Difficult,6421000.0,30.0
Infrastructure,Tier2,22247,4,Prefabricated,Premium,67,Moderate,85090000.0,484.0
Industrial,Tier2,31188,1,Steel Frame,Premium,95,Difficult,147496000.0,510.0
Commercial,Tier2,10433,18,RCC,Basic,84,Difficult,25797000.0,389.0
Residential,Tier2,38178,14,Prefabricated,Premium,48,Moderate,185471000.0,1500.0
Commercial,Tier3,2655,19,RCC,Standard,45,Easy,6915000.0,134.0
Residential,Tier3,22169,3,Load Bearing,Basic,50,Moderate,24046000.0,718.0
Industrial,Tier1,33557,14,RCC,Standard,148,Difficult,146507000.0,628.0
Commercial,Tier3,39126,10,Steel Frame,Premium,140,Difficult,190974000.0,553.0
Commercial,Tier1,29339,18,RCC,Standard,55,Moderate,123524000.0,1413.0
Industrial,Tier2,37729,10,Steel Frame,Premium,182,Easy,188331000.0,331.0
Industrial,Tier2,43098,15,Prefabricated,Standard,195,Moderate,144290000.0,442.0
Infrastructure,Tier2,8726,11,Steel Frame,Premium,58,Easy,42012000.0,289.0
Industrial,Tier3,25533,14,Steel Frame,Basic,131,Difficult,52839000.0,482.0
Commercial,Tier1,24563,14,RCC,Premium,195,Moderate,141942000.0,267.0
Commercial,Tier3,47903,3,Steel Frame,Standard,101,Moderate,98754000.0,664.0
Residential,Tier3,38619,8,Load Bearing,Standard,69,Difficult,82716000.0,1240.0
Industrial,Tier3,28575,18,RCC,Premium,172,Moderate,119838000.0,403.0
Infrastructure,Tier2,16093,19,RCC,Premium,60,Easy,82567000.0,669.0
Commercial,Tier3,45756,16,Steel Frame,Basic,171,Difficult,100709000.0,684.0
Residential,Tier1,28291,10,Load Bearing,Basic,105,Easy,62482000.0,532.0
Infrastructure,Tier1,42892,9,Load Bearing,Standard,121,Moderate,139272000.0,773.0
Infrastructure,Tier1,49087,8,Steel Frame,Premium,117,Difficult,363128000.0,825.0
Residential,Tier2,37413,17,Load Bearing,Basic,34,Easy,72704000.0,1500.0
Industrial,Tier2,44981,13,Prefabricated,Premium,150,Difficult,263363000.0,691.0
Commercial,Tier3,21275,9,RCC,Basic,71,Moderate,32817000.0,656.0
Commercial,Tier3,28750,14,Load Bearing,Basic,30,Moderate,43954000.0,1500.0
Commercial,Tier3,47773,7,RCC,Standard,45,Moderate,100311000.0,1500.0
Infrastructure,Tier3,10755,19,Prefabricated,Standard,155,Difficult,33233000.0,162.0
Commercial,Tier2,42496,11,Prefabricated,Basic,100,Moderate,90955000.0,846.0
Industrial,Tier1,2650,8,RCC,Premium,109,Difficult,16828000.0,48.0
Commercial,Tier2,36067,15,RCC,Basic,92,Difficult,79495000.0,1076.0
Residential,Tier1,16794,14,Prefabricated,Premium,43,Easy,114150000.0,734.0
Industrial,Tier2,8687,18,RCC,Premium,81,Difficult,49700000.0,306.0
Industrial,Tier2,16053,18,Load Bearing,Basic,177,Moderate,30910000.0,252.0
Industrial,Tier3,31363,13,Load Bearing,Basic,16,Moderate,41653000.0,1500.0
Industrial,Tier3,40596,16,Load Bearing,Standard,28,Difficult,102439000.0,1500.0
Industrial,Tier2,36834,14,Prefabricated,Premium,108,Easy,173138000.0,634.0
Industrial,Tier1,19593,7,RCC,Premium,69,Difficult,110300000.0,590.0
Infrastructure,Tier1,20408,8,RCC,Standard,16,Difficult,82931000.0,1500.0
Industrial,Tier1,12403,19,RCC,Standard,133,Moderate,53832000.0,251.0
Residential,Tier2,38589,19,Steel Frame,Standard,106,Difficult,149125000.0,1032.0
Residential,Tier2,27072,5,Load Bearing,Standard,87,Difficult,65815000.0,653.0
Industrial,Tier1,3928,3,Steel Frame,Basic,59,Moderate,9050000.0,100.0
Commercial,Tier3,34496,10,RCC,Premium,70,Difficult,130931000.0,1041.0
Commercial,Tier1,19006,9,RCC,Standard,84,Difficult,73704000.0,527.0
Industrial,Tier1,11681,7,Steel Frame,Basic,198,Difficult,34321000.0,111.0
Residential,Tier1,17625,4,Load Bearing,Standard,85,Difficult,51383000.0,371.0
Infrastructure,Tier3,16848,17,Load Bearing,Standard,168,Moderate,37624000.0,303.0
Infrastructure,Tier3,11573,8,RCC,Standard,170,Moderate,23635000.0,118.0
Commercial,Tier2,43930,20,RCC,Standard,90,Moderate,149091000.0,1266.0
